SRF034.B,SRF035.B,SRF036.B,SRF037.B,SRF038.B,SRF039.B,SRF061.B,SRF062.B,SRF063.B,SRF064.B,SRF019.B,SRF020.B,SRF021.B,SRF022.B,SRF023.B,SRF024.B,SRF025.B,SRF026.B,SRF027.B,SRF028.B,SRF029.B,SRF030.B,SRF031.B,SRF032.B,SRF033.B,SRF072.B,SRF073.B,SRF065.B,SRF066.B,SRF067.B,SRF068.B,SRF069.B,SRF070.B,SRF071.B,SRF001.B,SRF002.B,SRF003.B,SRF004.B,SRF005.B,SRF006.B,SRF007.B,SRF008.B,SRF009.B,SRF010.B,SRF011.B,SRF012.B,SRF013.B,SRF014.B,SRF015.B,SRF016.B,SRF017.B,SRF018.B,L9,L10,L7,L4
6,7,7,6,6,7,4,7,4,4,4,7,6,6,6,7,7,4,6,6,6,6,6,7,7,80,4,4,5,5,5,2,7,4,2,4,4,6,1,5,5,1,1,5,4,6,6,6,1,2,6,4,0.14310222575809026,0.058487321019796666,0.19291632358962527,0.056057206854985775
5,5,5,3,3,5,6,5,5,6,4,3,2,2,2,3,2,3,3,3,5,3,4,2,2,50,4,5,5,6,6,6,2,2,5,4,1,3,5,4,2,3,2,3,5,4,2,3,3,5,4,2,-0.3687584805057112,-0.1394541775032472,-0.3155473065730164,-0.08268872764962258
7,7,7,7,7,7,6,4,7,7,6,4,6,7,5,4,6,3,6,7,5,7,7,6,6,30,4,1,1,5,4,1,6,7,2,1,2,6,6,1,6,4,5,4,6,6,1,6,5,6,3,4,0.04072750415289606,0.010914054855238461,-0.03298747154993794,0.03580164258807779
1,1,1,7,7,7,3,4,1,3,1,3,2,2,1,3,3,3,2,2,4,1,1,1,4,10,1,7,4,7,7,7,4,3,3,3,1,3,1,6,4,3,6,1,6,3,3,3,3,2,2,1,-0.49244565080465363,-0.1738528291792443,-0.3497992160422561,-0.17721266563514151
5,4,7,4,4,4,4,4,4,4,1,6,1,7,4,5,5,1,3,4,4,1,1,4,6,1,1,4,5,6,7,6,1,7,2,4,1,1,6,5,2,6,5,3,6,4,2,6,5,5,5,2,-0.3132649241006751,-0.14215080982805375,-0.1275578028052831,-0.12023533703750575
5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,4,4,89,5,3,3,3,3,3,5,3,3,3,4,4,3,3,4,3,3,4,4,3,4,4,3,3,4,4,0.02500893210875916,-0.011450981830672304,-0.037140544922429936,-0.013827880871725266
4,5,5,5,5,5,7,5,1,6,5,6,6,6,3,5,5,4,6,5,7,6,6,7,5,80,5,2,5,3,3,2,5,3,4,4,3,4,4,3,4,3,1,2,4,5,5,5,2,3,4,1,0.08340265420998223,0.019124871296319648,-0.03969600472966296,0.0018600847773779458
6,6,5,5,5,6,3,4,2,6,5,7,6,6,5,7,6,4,5,6,7,5,5,5,5,70,5,2,5,4,4,4,6,4,4,5,4,5,2,2,5,3,3,4,3,5,5,5,2,2,5,4,0.13686765619426927,0.046409376808158286,0.10354337756737861,0.03480483120944715
4,5,7,7,7,7,4,4,4,4,2,5,1,5,3,5,6,1,5,5,5,2,5,1,4,59,4,5,5,7,7,4,1,7,6,5,4,6,6,6,4,2,1,4,6,4,5,5,4,6,6,4,-0.1878175508333088,-0.06475320019677287,-0.003157713661858334,-0.05983863518524139
6,6,6,6,6,6,4,5,2,4,5,6,6,6,6,5,6,6,6,6,6,6,7,6,4,60,5,5,4,4,4,4,4,4,4,4,5,5,4,4,5,3,2,5,4,6,6,5,4,4,5,6,0.12654027166681875,0.06176470982358441,0.044190152249952104,0.05711952049435909
4,3,3,2,4,4,4,5,4,4,4,5,5,5,4,5,3,4,4,3,3,4,4,5,4,50,4,4,5,5,4,4,4,4,3,2,NA,3,2,2,3,4,3,4,3,4,4,4,4,2,3,3,-0.14022409402378946,-0.07629965654850374,-0.20616851523987614,-0.04768748298925609
7,7,7,7,7,7,4,4,4,4,2,6,1,7,5,2,2,3,7,6,7,7,6,7,4,40,3,7,6,7,7,4,1,7,4,5,1,1,1,2,5,1,2,4,1,6,6,6,1,6,6,1,0.00795028085916529,-0.02010398529799423,-0.09011185585859013,0.026509742432916955
6,6,6,6,6,6,7,1,2,6,6,7,7,7,7,7,6,6,6,7,7,5,6,6,6,85,6,1,2,1,1,1,6,1,5,4,4,5,1,1,5,2,1,5,2,5,5,5,1,2,4,5,0.30502021863084583,0.1196285579667816,0.15544562184990873,0.10442602697789238
7,7,5,4,2,1,7,1,1,7,3,4,6,NA,5,7,4,6,3,1,6,5,5,5,4,50,4,7,5,7,7,6,7,5,4,3,1,5,2,4,2,6,3,4,4,5,3,6,3,5,4,1,-0.10510038201727223,-0.11622442562208299,-0.09866782524412614,-0.03395485780183706
6,5,4,5,5,6,6,5,1,4,7,7,6,7,7,4,6,4,4,4,5,4,6,5,4,75,6,7,5,6,7,7,2,4,4,5,6,5,1,4,4,1,1,5,1,5,4,4,2,1,4,5,0.11660364127420302,0.04561422557651219,0.09413374797592271,0.02906442657675625
5,5,5,4,4,5,6,5,3,5,4,5,4,4,5,5,4,4,4,3,4,4,5,4,5,85,4,4,4,5,5,4,3,5,3,4,4,5,4,4,5,4,4,5,4,4,4,3,4,4,4,2,-0.039850577404771555,-0.0582707851602452,0.03715126867392761,-0.02586738630963118
7,4,7,7,7,7,NA,NA,NA,NA,7,7,6,5,7,7,6,7,5,7,NA,6,7,7,6,90,7,6,6,5,5,5,5,5,1,6,6,6,6,5,6,6,6,6,6,6,4,6,4,4,4,4,0.23767339326591402,0.07449053244240948,0.2587787116908298,0.05791517111770335
5,5,4,6,6,6,4,4,4,5,5,4,4,6,4,4,5,6,5,5,5,5,5,5,4,70,5,4,4,5,5,4,4,4,4,5,5,5,5,3,3,5,3,4,5,5,4,5,4,3,3,3,0.07682244108283273,0.006020688896775236,-0.009814075763881446,0.028402357167250165
4,4,4,4,4,4,6,7,1,6,5,5,6,5,3,5,4,6,4,5,6,6,4,6,4,60,4,2,2,5,7,2,6,6,3,6,4,4,3,5,4,3,3,5,4,6,4,6,2,5,4,2,0.03989365287822793,-0.024102448641401333,0.06080268027004326,-0.00848000645180281
4,5,5,6,5,5,6,2,1,6,4,6,6,6,5,6,6,6,6,5,5,6,6,4,6,80,6,2,3,2,NA,2,2,3,5,4,5,5,2,1,5,2,2,5,3,4,5,5,2,2,5,4,0.22867870165298462,0.04476269056649439,0.11220782152127025,0.06327617912505004
6,7,6,6,7,6,7,3,1,7,5,7,4,6,6,7,6,6,6,7,7,4,5,6,6,40,4,4,2,5,4,5,3,6,2,4,4,3,4,3,6,2,2,5,3,5,4,5,1,2,3,4,0.12060528683069141,0.04031115442332013,0.14738998388929386,0.02555454584734578
6,5,5,4,6,5,NA,NA,NA,NA,3,5,3,5,3,4,4,4,3,3,4,4,4,4,3,60,3,NA,4,4,4,NA,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,-0.0736969698121501,-0.050201308957464996,-0.08499731063297741,-0.05493317749311244
6,7,6,4,5,7,6,4,4,6,5,7,7,7,7,7,7,3,5,4,6,7,7,6,5,70,6,2,7,3,2,2,7,2,6,4,4,3,3,2,5,1,1,5,3,4,3,6,5,4,6,3,0.19957572083569278,0.09353181997190721,0.1056379062854788,0.07063372719468146
6,6,3,4,4,4,5,3,1,5,6,7,5,7,7,7,2,5,5,6,5,7,7,5,5,90,6,1,5,1,2,1,6,2,1,5,5,6,6,3,NA,2,1,5,1,5,5,5,5,5,4,5,0.27600055927104855,0.04738455608868579,0.21211154325919995,0.04820051450692497
4,4,3,4,5,4,3,4,3,5,6,6,6,4,5,5,6,6,3,4,7,4,6,3,5,70,4,4,4,4,4,4,6,3,5,4,4,4,4,4,3,2,1,4,5,3,4,5,2,3,5,5,0.003740271409581097,-0.008448951917884282,0.010519530279374094,-0.020714691864837077
1,2,4,1,4,4,4,7,2,4,4,2,6,6,2,2,4,7,4,2,4,2,4,2,4,50,NA,1,1,1,4,4,7,6,2,5,2,6,1,4,6,6,6,5,3,1,3,2,5,6,6,2,-0.114428491842046,-0.13781104284542423,-0.06677078772551422,-0.055996990902801025
6,6,6,6,7,7,6,6,1,7,4,5,3,6,5,6,3,1,3,2,5,2,6,4,5,40,4,4,7,7,6,6,7,6,4,5,2,6,4,4,3,2,1,2,5,4,2,6,1,5,4,1,-0.1406437780782169,-0.045980406521665386,-0.006918258298778011,-0.05450105208229337
4,5,4,5,6,6,3,4,4,6,6,7,6,7,6,6,7,7,7,6,7,6,7,5,6,50,4,3,2,5,6,4,5,3,6,5,5,4,4,3,4,5,3,5,4,4,4,6,4,5,5,5,0.21896950513651822,0.09037370826729192,0.13351906708385416,0.07683320039766073
5,5,5,6,5,6,5,5,3,5,5,5,5,5,4,5,5,5,5,3,5,3,3,3,5,68,4,4,5,4,5,3,5,3,3,3,3,4,3,3,4,4,3,3,4,3,4,4,3,5,4,3,-0.05091110726979749,-0.04090358038924677,-0.07131536408652746,-0.03482805357502342
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,7,7,4,7,7,7,7,5,7,7,4,7,100,7,NA,5,6,1,NA,NA,NA,4,5,5,4,2,3,6,1,1,3,3,6,5,6,1,6,6,2,0.2860398754953976,0.03497115444885664,0.10192577965927652,0.016259454494426926
